transaction_id,customer_id,catagory,quantity,price_per_unit,total_spend,transaction_date,year,month,day
5355489,CUST_25,Furniture,1,8,8.0,2024-01-23,2024,1,23
5356491,CUST_24,Milk Products,4,8,32.0,2023-09-07,2023,9,7
5356552,CUST_09,Milk Products,8,5,40.0,2023-10-19,2023,10,19
5358328,CUST_20,Furniture,6,14,84.0,2023-04-29,2023,4,29
5358578,CUST_16,Milk Products,10,23,230.0,2023-02-16,2023,2,16
5360194,CUST_20,Beverages,6,16,93.0,2024-09-04,2024,9,4
5361549,CUST_13,Computers and electric accessories,8,25,196.0,2022-07-13,2022,7,13
5361587,CUST_09,Beverages,9,5,45.0,2024-07-17,2024,7,17
5361643,CUST_19,Food,2,23,46.0,2023-12-19,2023,12,19
5362267,CUST_09,Beverages,4,29,116.0,2022-09-11,2022,9,11
5362878,CUST_10,Computers and electric accessories,3,23,69.0,2024-12-25,2024,12,25
5364503,CUST_15,Computers and electric accessories,10,23,230.0,2023-09-13,2023,9,13
5365083,CUST_07,Milk Products,10,34,335.0,2024-02-07,2024,2,7
5365850,CUST_25,Milk Products,2,35,70.0,2024-02-01,2024,2,1
5366697,CUST_01,Milk Products,1,5,5.0,2023-07-25,2023,7,25
5367164,CUST_20,Furniture,8,26,208.0,2023-12-13,2023,12,13
5368211,CUST_25,Patisserie,1,8,8.0,2024-08-01,2024,8,1
5368235,CUST_25,Food,10,28,275.0,2022-02-20,2022,2,20
5369691,CUST_24,Food,5,13,62.5,2022-02-16,2022,2,16
5371741,CUST_12,Electric household essentials,4,29,116.0,2022-08-21,2022,8,21
5372218,CUST_19,Electric household essentials,7,17,119.0,2024-09-12,2024,9,12
5372618,CUST_08,Electric household essentials,7,26,182.0,2022-05-18,2022,5,18
5372777,CUST_08,Milk Products,6,5,30.0,2022-05-30,2022,5,30
5373853,CUST_13,Patisserie,5,26,130.0,2024-09-12,2024,9,12
5373878,CUST_04,Butchers,8,29,232.0,2024-03-15,2024,3,15
5374169,CUST_24,Milk Products,5,10,47.5,2022-02-24,2022,2,24
5374493,CUST_23,Computers and electric accessories,4,37,146.0,2023-03-05,2023,3,5
5374685,CUST_05,Beverages,7,34,234.5,2024-11-21,2024,11,21
5374866,CUST_08,Butchers,6,20,120.0,2022-03-04,2022,3,4
5375311,CUST_22,Milk Products,3,10,28.5,2024-01-19,2024,1,19
5375740,CUST_15,Furniture,8,11,88.0,2024-04-07,2024,4,7
5376341,CUST_16,Food,6,17,102.0,2022-02-22,2022,2,22
5377436,CUST_09,Patisserie,4,29,116.0,2023-03-24,2023,3,24
5377881,CUST_23,Computers and electric accessories,0,0,0.0,2023-05-29,2023,5,29
5379241,CUST_05,Butchers,10,34,335.0,2023-04-12,2023,4,12
5380026,CUST_08,Furniture,10,7,65.0,2022-07-08,2022,7,8
5380293,CUST_05,Computers and electric accessories,6,32,192.0,2024-10-08,2024,10,8
5380552,CUST_05,Butchers,1,29,29.0,2023-09-28,2023,9,28
5381153,CUST_09,Patisserie,5,10,47.5,2023-11-05,2023,11,5
5381188,CUST_17,Furniture,5,5,25.0,2022-12-15,2022,12,15
5381793,CUST_05,Furniture,9,8,72.0,2024-12-09,2024,12,9
5383084,CUST_18,Patisserie,9,26,234.0,2023-05-12,2023,5,12
5383343,CUST_10,Patisserie,2,38,76.0,2024-10-19,2024,10,19
5383494,CUST_15,Butchers,4,22,86.0,2024-10-10,2024,10,10
5384743,CUST_19,Electric household essentials,8,32,256.0,2024-04-08,2024,4,8
5385403,CUST_03,Beverages,7,35,245.0,2024-04-27,2024,4,27
5386507,CUST_02,Electric household essentials,1,35,35.0,2024-09-02,2024,9,2
5386745,CUST_01,Patisserie,8,16,124.0,2024-01-21,2024,1,21
5386801,CUST_02,Beverages,7,22,150.5,2022-06-21,2022,6,21
5387201,CUST_14,Furniture,6,7,39.0,2024-11-06,2024,11,6
5387401,CUST_09,Food,4,40,158.0,2024-12-30,2024,12,30
5387564,CUST_12,Food,4,8,32.0,2022-03-31,2022,3,31
5387960,CUST_13,Patisserie,6,16,93.0,2022-04-26,2022,4,26
5387968,CUST_18,Electric household essentials,2,5,10.0,2023-11-28,2023,11,28
5389189,CUST_04,Beverages,8,10,76.0,2024-12-23,2024,12,23
5389562,CUST_18,Patisserie,5,38,190.0,2022-05-03,2022,5,3
5390097,CUST_02,Beverages,3,32,96.0,2022-12-10,2022,12,10
5390878,CUST_12,Food,4,34,134.0,2024-05-02,2024,5,2
5391293,CUST_07,Furniture,8,20,160.0,2024-12-29,2024,12,29
5391688,CUST_01,Electric household essentials,3,16,46.5,2023-12-24,2023,12,24
5391734,CUST_12,Beverages,3,16,46.5,2024-11-17,2024,11,17
5392536,CUST_11,Butchers,6,41,246.0,2023-06-22,2023,6,22
5393801,CUST_13,Electric household essentials,8,23,184.0,2023-12-12,2023,12,12
5394514,CUST_18,Patisserie,3,5,15.0,2022-04-19,2022,4,19
5394856,CUST_08,Patisserie,2,29,58.0,2024-10-24,2024,10,24
5395023,CUST_23,Electric household essentials,9,5,45.0,2024-09-03,2024,9,3
5395129,CUST_17,Furniture,4,16,62.0,2023-03-15,2023,3,15
5395458,CUST_14,Food,7,11,77.0,2024-10-12,2024,10,12
5395629,CUST_14,Butchers,7,22,150.5,2022-08-24,2022,8,24
5396051,CUST_08,Butchers,2,34,67.0,2024-09-01,2024,9,1
5396093,CUST_18,Electric household essentials,8,13,100.0,2025-01-03,2025,1,3
5396734,CUST_03,Butchers,9,28,247.5,2024-06-24,2024,6,24
5398868,CUST_09,Milk Products,9,40,355.5,2023-04-18,2023,4,18
5399162,CUST_25,Furniture,2,16,31.0,2022-04-05,2022,4,5
5399331,CUST_22,Furniture,10,14,140.0,2024-08-08,2024,8,8
5400225,CUST_04,Electric household essentials,8,31,244.0,2023-06-14,2023,6,14
5400932,CUST_15,Food,10,25,245.0,2023-03-01,2023,3,1
5401680,CUST_21,Electric household essentials,9,20,180.0,2023-01-23,2023,1,23
5401881,CUST_22,Beverages,4,19,74.0,2022-06-13,2022,6,13
5402378,CUST_25,Butchers,1,37,36.5,2022-01-23,2022,1,23
5403498,CUST_16,Furniture,7,14,98.0,2024-05-18,2024,5,18
5404376,CUST_02,Furniture,4,20,80.0,2024-01-22,2024,1,22
5404379,CUST_03,Butchers,9,32,288.0,2022-01-13,2022,1,13
5404975,CUST_16,Computers and electric accessories,8,19,148.0,2024-08-26,2024,8,26
5405178,CUST_24,Butchers,6,37,219.0,2023-10-07,2023,10,7
5405889,CUST_05,Patisserie,1,14,14.0,2023-01-08,2023,1,8
5407015,CUST_22,Milk Products,5,10,47.5,2023-07-10,2023,7,10
5407536,CUST_19,Electric household essentials,3,11,33.0,2023-09-08,2023,9,8
5409965,CUST_23,Food,7,14,98.0,2023-05-27,2023,5,27
5410273,CUST_22,Furniture,7,14,98.0,2024-02-06,2024,2,6
5410292,CUST_18,Electric household essentials,7,13,87.5,2022-11-13,2022,11,13
5410671,CUST_20,Milk Products,9,8,72.0,2023-12-25,2023,12,25
5410939,CUST_03,Food,7,8,56.0,2024-10-26,2024,10,26
5411098,CUST_19,Milk Products,4,20,80.0,2023-03-20,2023,3,20
5412766,CUST_20,Furniture,10,40,395.0,2022-10-02,2022,10,2
5412780,CUST_20,Beverages,8,35,280.0,2024-01-14,2024,1,14
5413491,CUST_01,Patisserie,9,22,193.5,2023-11-12,2023,11,12
5414836,CUST_03,Beverages,10,40,395.0,2024-10-01,2024,10,1
5415838,CUST_02,Beverages,5,35,175.0,2022-12-09,2022,12,9
5416741,CUST_13,Computers and electric accessories,0,0,0.0,2022-02-02,2022,2,2
5416951,CUST_25,Furniture,1,16,15.5,2024-05-27,2024,5,27
5418871,CUST_04,Computers and electric accessories,7,37,255.5,2022-03-16,2022,3,16
5419806,CUST_19,Food,5,41,205.0,2022-09-09,2022,9,9
5419965,CUST_23,Computers and electric accessories,0,0,0.0,2024-01-16,2024,1,16
5420133,CUST_24,Butchers,5,37,182.5,2024-01-14,2024,1,14
5421103,CUST_14,Computers and electric accessories,7,31,213.5,2025-01-01,2025,1,1
5422440,CUST_19,Furniture,5,34,167.5,2023-04-03,2023,4,3
5422631,CUST_09,Milk Products,8,7,52.0,2025-01-12,2025,1,12
5423342,CUST_19,Computers and electric accessories,3,16,46.5,2023-10-21,2023,10,21
5426061,CUST_12,Patisserie,9,23,207.0,2024-06-23,2024,6,23
5426614,CUST_19,Milk Products,7,26,182.0,2022-08-06,2022,8,6
5427219,CUST_04,Milk Products,0,0,0.0,2024-12-19,2024,12,19
5428095,CUST_01,Food,3,11,33.0,2022-05-22,2022,5,22
5428176,CUST_03,Patisserie,3,40,118.5,2022-03-12,2022,3,12
5429014,CUST_17,Electric household essentials,5,23,115.0,2023-12-06,2023,12,6
5430099,CUST_08,Patisserie,6,16,93.0,2023-08-10,2023,8,10
5430495,CUST_11,Beverages,5,34,167.5,2024-01-11,2024,1,11
5431135,CUST_14,Milk Products,10,28,275.0,2022-07-02,2022,7,2
5431616,CUST_17,Furniture,1,16,15.5,2024-11-26,2024,11,26
5431879,CUST_10,Electric household essentials,0,0,0.0,2024-02-14,2024,2,14
5432899,CUST_21,Beverages,9,37,328.5,2022-01-13,2022,1,13
5433450,CUST_06,Furniture,7,5,35.0,2022-02-18,2022,2,18
5434376,CUST_09,Computers and electric accessories,9,20,180.0,2022-09-22,2022,9,22
5434897,CUST_25,Butchers,1,38,38.0,2023-03-21,2023,3,21
5436267,CUST_02,Furniture,4,26,104.0,2022-01-30,2022,1,30
5436478,CUST_13,Computers and electric accessories,8,34,268.0,2023-12-21,2023,12,21
5436799,CUST_15,Beverages,2,10,19.0,2024-03-31,2024,3,31
5436979,CUST_21,Beverages,7,16,108.5,2022-05-30,2022,5,30
5437649,CUST_06,Food,2,35,70.0,2022-02-14,2022,2,14
5438923,CUST_03,Milk Products,4,40,158.0,2023-07-21,2023,7,21
5439195,CUST_21,Beverages,4,22,86.0,2023-06-29,2023,6,29
5439702,CUST_20,Electric household essentials,2,16,31.0,2025-01-03,2025,1,3
5439767,CUST_18,Furniture,2,7,13.0,2023-09-19,2023,9,19
5441868,CUST_05,Furniture,5,11,55.0,2022-03-07,2022,3,7
5442078,CUST_08,Food,7,11,77.0,2023-07-31,2023,7,31
5442490,CUST_07,Patisserie,7,11,77.0,2024-12-31,2024,12,31
5442881,CUST_16,Patisserie,6,29,174.0,2022-01-16,2022,1,16
5443961,CUST_06,Electric household essentials,4,31,122.0,2022-04-29,2022,4,29
5444047,CUST_21,Milk Products,3,32,96.0,2022-01-12,2022,1,12
5444304,CUST_15,Computers and electric accessories,9,41,369.0,2023-04-22,2023,4,22
5444504,CUST_05,Food,10,20,200.0,2022-04-26,2022,4,26
5445578,CUST_11,Furniture,8,7,52.0,2023-04-11,2023,4,11
5448250,CUST_03,Computers and electric accessories,6,34,201.0,2024-03-21,2024,3,21
5449031,CUST_23,Furniture,4,41,164.0,2024-11-22,2024,11,22
5449047,CUST_18,Electric household essentials,2,29,58.0,2023-06-23,2023,6,23
5449415,CUST_18,Electric household essentials,5,34,167.5,2022-12-11,2022,12,11
5449515,CUST_08,Milk Products,8,29,232.0,2024-09-24,2024,9,24
5449536,CUST_01,Butchers,8,37,292.0,2024-05-19,2024,5,19
5451213,CUST_12,Beverages,9,35,315.0,2024-01-12,2024,1,12
5451304,CUST_14,Furniture,1,10,9.5,2022-07-21,2022,7,21
5451832,CUST_06,Butchers,7,13,87.5,2024-07-12,2024,7,12
5452486,CUST_13,Electric household essentials,2,38,76.0,2023-10-22,2023,10,22
5453068,CUST_25,Milk Products,7,13,87.5,2022-01-05,2022,1,5
5453940,CUST_25,Furniture,7,13,87.5,2023-03-30,2023,3,30
5455904,CUST_02,Electric household essentials,8,37,292.0,2024-07-04,2024,7,4
5456972,CUST_16,Electric household essentials,2,41,82.0,2023-11-05,2023,11,5
5458562,CUST_21,Computers and electric accessories,6,22,129.0,2024-05-23,2024,5,23
5458839,CUST_05,Food,9,7,58.5,2023-08-15,2023,8,15
5459004,CUST_16,Furniture,5,7,32.5,2022-08-31,2022,8,31
5459334,CUST_20,Food,5,25,122.5,2023-05-10,2023,5,10
5459776,CUST_24,Food,2,25,49.0,2024-10-01,2024,10,1
5460403,CUST_13,Computers and electric accessories,1,32,32.0,2024-12-10,2024,12,10
5460457,CUST_09,Milk Products,6,23,138.0,2022-10-22,2022,10,22
5460852,CUST_21,Butchers,5,22,107.5,2024-02-09,2024,2,9
5461118,CUST_03,Butchers,3,16,46.5,2024-08-20,2024,8,20
5461728,CUST_19,Computers and electric accessories,3,5,15.0,2024-10-07,2024,10,7
5465898,CUST_14,Computers and electric accessories,9,16,139.5,2024-12-26,2024,12,26
5469699,CUST_01,Milk Products,7,13,87.5,2023-01-21,2023,1,21
5469948,CUST_20,Furniture,6,13,75.0,2022-09-01,2022,9,1
5471094,CUST_14,Butchers,3,7,19.5,2022-08-24,2022,8,24
5471275,CUST_14,Food,6,11,66.0,2023-02-26,2023,2,26
5471959,CUST_23,Computers and electric accessories,10,7,65.0,2023-05-18,2023,5,18
5472933,CUST_10,Milk Products,9,32,288.0,2022-05-12,2022,5,12
5473528,CUST_16,Patisserie,0,0,0.0,2023-12-03,2023,12,3
5473549,CUST_10,Computers and electric accessories,4,35,140.0,2024-03-28,2024,3,28
5474573,CUST_03,Food,3,19,55.5,2023-09-12,2023,9,12
5475205,CUST_08,Computers and electric accessories,1,26,26.0,2024-11-21,2024,11,21
5475355,CUST_02,Electric household essentials,6,41,246.0,2024-01-08,2024,1,8
5475667,CUST_14,Food,3,7,19.5,2024-09-30,2024,9,30
5476321,CUST_02,Computers and electric accessories,3,26,78.0,2023-04-24,2023,4,24
5476798,CUST_02,Butchers,10,38,380.0,2022-10-07,2022,10,7
5477262,CUST_14,Food,7,34,234.5,2022-10-07,2022,10,7
5478659,CUST_24,Milk Products,5,38,190.0,2024-02-22,2024,2,22
5478774,CUST_17,Patisserie,9,25,220.5,2022-06-27,2022,6,27
5479660,CUST_17,Computers and electric accessories,8,28,220.0,2023-02-11,2023,2,11
5481124,CUST_03,Furniture,9,26,234.0,2022-01-14,2022,1,14
5481214,CUST_14,Patisserie,7,23,161.0,2022-04-16,2022,4,16
5482525,CUST_08,Milk Products,8,8,64.0,2022-08-09,2022,8,9
5482659,CUST_20,Computers and electric accessories,5,5,25.0,2024-12-19,2024,12,19
5482804,CUST_13,Electric household essentials,8,16,124.0,2024-11-08,2024,11,8
5483324,CUST_21,Food,8,22,172.0,2024-07-17,2024,7,17
5483650,CUST_04,Computers and electric accessories,8,32,256.0,2022-09-21,2022,9,21
5485024,CUST_09,Milk Products,2,14,28.0,2024-05-12,2024,5,12
5485213,CUST_05,Computers and electric accessories,7,11,77.0,2024-02-19,2024,2,19
5485829,CUST_17,Computers and electric accessories,8,41,328.0,2023-05-21,2023,5,21
5486882,CUST_01,Milk Products,7,32,224.0,2022-05-06,2022,5,6
5486919,CUST_12,Food,10,25,245.0,2022-07-27,2022,7,27
5487046,CUST_22,Computers and electric accessories,9,32,288.0,2022-06-06,2022,6,6
5487075,CUST_09,Patisserie,1,22,21.5,2022-08-14,2022,8,14
5488509,CUST_21,Butchers,7,28,192.5,2022-02-12,2022,2,12
5488903,CUST_24,Furniture,5,38,190.0,2024-03-16,2024,3,16
5490508,CUST_08,Food,1,22,21.5,2023-05-28,2023,5,28
5491571,CUST_02,Computers and electric accessories,7,17,119.0,2024-03-10,2024,3,10
5492495,CUST_19,Furniture,5,11,55.0,2023-05-07,2023,5,7
5493009,CUST_10,Food,8,22,172.0,2022-01-17,2022,1,17
5494990,CUST_16,Computers and electric accessories,4,11,44.0,2023-06-30,2023,6,30
5495445,CUST_21,Butchers,7,5,35.0,2023-09-18,2023,9,18
5495475,CUST_06,Electric household essentials,5,20,100.0,2022-06-11,2022,6,11
5497844,CUST_03,Milk Products,1,29,29.0,2024-05-08,2024,5,8
5498271,CUST_17,Computers and electric accessories,0,0,0.0,2024-01-25,2024,1,25
5498300,CUST_04,Food,2,11,22.0,2024-10-18,2024,10,18
5498501,CUST_23,Food,10,23,230.0,2023-03-17,2023,3,17
5498711,CUST_20,Furniture,6,13,75.0,2024-12-23,2024,12,23
5498786,CUST_11,Computers and electric accessories,7,41,287.0,2024-07-18,2024,7,18
5498797,CUST_24,Beverages,4,32,128.0,2023-01-25,2023,1,25
5498882,CUST_15,Food,6,35,210.0,2024-05-18,2024,5,18
5498917,CUST_12,Electric household essentials,3,11,33.0,2024-07-25,2024,7,25
5500210,CUST_14,Electric household essentials,9,28,247.5,2022-01-23,2022,1,23
5500378,CUST_04,Electric household essentials,7,34,234.5,2022-02-22,2022,2,22
5501227,CUST_20,Butchers,9,8,72.0,2024-08-11,2024,8,11
5501281,CUST_19,Electric household essentials,8,16,124.0,2024-01-03,2024,1,3
5501500,CUST_25,Computers and electric accessories,10,35,350.0,2024-05-17,2024,5,17
5501595,CUST_03,Milk Products,3,16,46.5,2023-06-20,2023,6,20
5501762,CUST_07,Furniture,7,20,140.0,2023-11-08,2023,11,8
5501865,CUST_21,Beverages,10,19,185.0,2022-02-20,2022,2,20
5502229,CUST_07,Butchers,10,22,215.0,2024-10-13,2024,10,13
5502375,CUST_03,Butchers,7,5,35.0,2024-06-20,2024,6,20
5502712,CUST_16,Butchers,1,16,15.5,2023-08-01,2023,8,1
5503303,CUST_19,Beverages,6,32,192.0,2024-12-25,2024,12,25
5503377,CUST_09,Computers and electric accessories,4,28,110.0,2023-07-13,2023,7,13
5504057,CUST_03,Patisserie,4,29,116.0,2023-05-04,2023,5,4
5504141,CUST_16,Patisserie,5,38,190.0,2024-11-30,2024,11,30
5504521,CUST_05,Beverages,0,0,0.0,2024-04-19,2024,4,19
5505701,CUST_04,Milk Products,10,20,200.0,2024-07-08,2024,7,8
5506088,CUST_24,Patisserie,2,37,73.0,2022-05-31,2022,5,31
5507888,CUST_23,Butchers,6,13,75.0,2024-01-03,2024,1,3
5508625,CUST_06,Butchers,1,11,11.0,2024-12-13,2024,12,13
5509332,CUST_02,Food,9,34,301.5,2022-12-29,2022,12,29
5509504,CUST_02,Furniture,4,19,74.0,2023-06-20,2023,6,20
5510271,CUST_23,Furniture,4,16,62.0,2024-05-28,2024,5,28
5510641,CUST_14,Patisserie,3,29,87.0,2023-10-21,2023,10,21
5510664,CUST_06,Furniture,2,11,22.0,2024-02-11,2024,2,11
5511793,CUST_14,Computers and electric accessories,10,25,245.0,2023-04-16,2023,4,16
5512150,CUST_21,Butchers,2,34,67.0,2024-04-17,2024,4,17
5512573,CUST_08,Patisserie,10,5,50.0,2024-05-13,2024,5,13
5512644,CUST_13,Electric household essentials,1,5,5.0,2022-05-30,2022,5,30
5513008,CUST_11,Computers and electric accessories,8,35,280.0,2023-09-07,2023,9,7
5513567,CUST_06,Computers and electric accessories,10,19,185.0,2022-10-13,2022,10,13
5513986,CUST_13,Furniture,1,26,26.0,2024-08-08,2024,8,8
5514653,CUST_18,Butchers,10,14,140.0,2022-04-23,2022,4,23
5515525,CUST_01,Computers and electric accessories,5,25,122.5,2022-06-08,2022,6,8
5515647,CUST_05,Butchers,5,11,55.0,2022-04-27,2022,4,27
5517289,CUST_25,Butchers,8,7,52.0,2023-01-24,2023,1,24
5517386,CUST_13,Patisserie,2,10,19.0,2023-04-23,2023,4,23
5518537,CUST_19,Food,1,11,11.0,2023-02-08,2023,2,8
5518578,CUST_06,Electric household essentials,6,32,192.0,2022-09-15,2022,9,15
5518783,CUST_16,Computers and electric accessories,6,26,156.0,2023-06-10,2023,6,10
5520047,CUST_18,Patisserie,4,28,110.0,2022-02-16,2022,2,16
5520149,CUST_13,Patisserie,7,10,66.5,2023-12-18,2023,12,18
5520385,CUST_24,Milk Products,5,28,137.5,2024-09-28,2024,9,28
5521089,CUST_13,Milk Products,3,29,87.0,2024-06-21,2024,6,21
5523804,CUST_09,Electric household essentials,6,34,201.0,2023-05-07,2023,5,7
5525208,CUST_13,Beverages,9,40,355.5,2022-10-06,2022,10,6
5525894,CUST_18,Food,2,28,55.0,2024-07-11,2024,7,11
5526147,CUST_16,Beverages,10,34,335.0,2024-07-21,2024,7,21
5526938,CUST_20,Patisserie,3,20,60.0,2022-12-31,2022,12,31
5527798,CUST_16,Electric household essentials,6,7,39.0,2023-05-16,2023,5,16
5528637,CUST_22,Patisserie,10,34,335.0,2023-02-22,2023,2,22
5529041,CUST_07,Butchers,7,26,182.0,2024-09-03,2024,9,3
5529274,CUST_17,Milk Products,2,16,31.0,2024-05-28,2024,5,28
5529689,CUST_14,Milk Products,10,31,305.0,2022-06-28,2022,6,28
5529772,CUST_12,Patisserie,1,38,38.0,2024-12-31,2024,12,31
5530234,CUST_10,Electric household essentials,8,29,232.0,2023-06-30,2023,6,30
5530545,CUST_01,Food,10,7,65.0,2023-11-26,2023,11,26
5531182,CUST_06,Furniture,3,20,60.0,2022-06-13,2022,6,13
5531565,CUST_21,Beverages,8,22,172.0,2022-09-15,2022,9,15
5532386,CUST_02,Milk Products,7,23,161.0,2024-03-19,2024,3,19
5532395,CUST_21,Food,7,25,171.5,2024-12-21,2024,12,21
5532478,CUST_19,Milk Products,10,8,80.0,2024-07-12,2024,7,12
5533070,CUST_12,Electric household essentials,1,34,33.5,2023-05-15,2023,5,15
5533205,CUST_18,Furniture,7,40,276.5,2023-12-31,2023,12,31
5534368,CUST_09,Milk Products,6,23,138.0,2022-04-14,2022,4,14
5535762,CUST_18,Butchers,7,5,35.0,2022-12-31,2022,12,31
5536646,CUST_24,Electric household essentials,9,34,301.5,2024-08-21,2024,8,21
5536792,CUST_16,Computers and electric accessories,10,31,305.0,2022-01-18,2022,1,18
5537108,CUST_09,Furniture,4,20,80.0,2022-01-16,2022,1,16
5539624,CUST_16,Milk Products,8,32,256.0,2022-08-26,2022,8,26
5540233,CUST_09,Electric household essentials,7,10,66.5,2024-11-02,2024,11,2
5541676,CUST_17,Beverages,9,17,153.0,2024-03-20,2024,3,20
5543262,CUST_24,Food,6,22,129.0,2023-08-11,2023,8,11
5543359,CUST_09,Beverages,2,23,46.0,2022-12-04,2022,12,4
5543371,CUST_15,Milk Products,4,17,68.0,2024-03-28,2024,3,28
5543548,CUST_13,Patisserie,2,16,31.0,2023-01-01,2023,1,1
5543825,CUST_18,Patisserie,1,34,33.5,2024-05-17,2024,5,17
5544368,CUST_20,Beverages,4,7,26.0,2022-12-09,2022,12,9
5544428,CUST_18,Computers and electric accessories,8,23,184.0,2023-07-25,2023,7,25
5545903,CUST_25,Milk Products,0,0,0.0,2022-03-25,2022,3,25
5546642,CUST_05,Computers and electric accessories,3,32,96.0,2023-09-09,2023,9,9
5547862,CUST_24,Food,10,20,200.0,2022-07-16,2022,7,16
5547887,CUST_01,Patisserie,10,29,290.0,2024-09-10,2024,9,10
5549998,CUST_17,Furniture,4,7,26.0,2023-04-26,2023,4,26
5550602,CUST_08,Beverages,1,8,8.0,2023-08-26,2023,8,26
5550924,CUST_11,Beverages,4,8,32.0,2022-12-29,2022,12,29
5551793,CUST_03,Milk Products,5,14,70.0,2024-04-06,2024,4,6
5552232,CUST_02,Electric household essentials,10,19,185.0,2023-05-14,2023,5,14
5553241,CUST_20,Electric household essentials,5,26,130.0,2024-08-20,2024,8,20
5554317,CUST_14,Beverages,4,13,50.0,2022-03-10,2022,3,10
5554744,CUST_07,Furniture,9,41,369.0,2024-07-07,2024,7,7
5555336,CUST_13,Beverages,8,16,124.0,2024-10-09,2024,10,9
5557152,CUST_06,Food,7,17,119.0,2022-11-09,2022,11,9
5557970,CUST_11,Food,10,23,230.0,2024-08-16,2024,8,16
5558575,CUST_14,Food,1,34,33.5,2023-08-24,2023,8,24
5559800,CUST_01,Food,8,22,172.0,2022-11-25,2022,11,25
5560242,CUST_12,Beverages,2,8,16.0,2022-08-13,2022,8,13
5560416,CUST_18,Milk Products,3,20,60.0,2022-03-22,2022,3,22
5562599,CUST_15,Beverages,8,34,268.0,2022-09-02,2022,9,2
5562705,CUST_02,Milk Products,1,13,12.5,2022-07-21,2022,7,21
5563103,CUST_18,Furniture,9,7,58.5,2022-10-20,2022,10,20
5563568,CUST_21,Patisserie,7,5,35.0,2023-01-30,2023,1,30
5563947,CUST_01,Food,3,29,87.0,2022-06-02,2022,6,2
5564406,CUST_08,Butchers,2,14,28.0,2024-10-16,2024,10,16
5565868,CUST_22,Computers and electric accessories,9,20,180.0,2024-07-30,2024,7,30
5566685,CUST_06,Milk Products,1,35,35.0,2023-12-07,2023,12,7
5566845,CUST_12,Computers and electric accessories,10,23,230.0,2024-08-23,2024,8,23
5567034,CUST_07,Beverages,5,22,107.5,2024-10-31,2024,10,31
5567367,CUST_15,Food,3,31,91.5,2022-12-18,2022,12,18
5568041,CUST_13,Butchers,10,28,275.0,2022-01-22,2022,1,22
5568136,CUST_04,Patisserie,8,20,160.0,2023-12-25,2023,12,25
5569187,CUST_24,Butchers,5,32,160.0,2022-06-13,2022,6,13
5569617,CUST_16,Milk Products,7,11,77.0,2022-07-03,2022,7,3
5570665,CUST_24,Electric household essentials,2,29,58.0,2022-10-19,2022,10,19
5571174,CUST_04,Computers and electric accessories,4,16,62.0,2024-04-24,2024,4,24
5571349,CUST_10,Electric household essentials,8,41,328.0,2022-02-28,2022,2,28
5571853,CUST_22,Milk Products,4,28,110.0,2024-04-02,2024,4,2
5573824,CUST_16,Patisserie,0,0,0.0,2022-03-30,2022,3,30
5573907,CUST_23,Butchers,1,37,36.5,2024-07-22,2024,7,22
5575598,CUST_24,Food,10,37,365.0,2022-02-11,2022,2,11
5577357,CUST_21,Butchers,10,22,215.0,2022-12-23,2022,12,23
5577538,CUST_08,Food,8,25,196.0,2023-01-28,2023,1,28
5577761,CUST_03,Beverages,6,40,237.0,2023-10-06,2023,10,6
5577825,CUST_17,Furniture,10,25,245.0,2024-01-22,2024,1,22
5578307,CUST_25,Butchers,7,41,287.0,2024-07-18,2024,7,18
5578636,CUST_23,Patisserie,4,41,164.0,2024-06-03,2024,6,3
5579136,CUST_24,Beverages,8,25,196.0,2023-05-12,2023,5,12
5581558,CUST_09,Computers and electric accessories,8,11,88.0,2022-09-22,2022,9,22
5582053,CUST_25,Food,9,41,369.0,2024-08-10,2024,8,10
5582373,CUST_13,Furniture,4,25,98.0,2023-01-08,2023,1,8
5584015,CUST_23,Computers and electric accessories,6,5,30.0,2022-02-08,2022,2,8
5584686,CUST_21,Milk Products,10,11,110.0,2023-08-13,2023,8,13
5585168,CUST_09,Furniture,2,7,13.0,2025-01-07,2025,1,7
5585946,CUST_05,Butchers,5,23,115.0,2024-06-04,2024,6,4
5586175,CUST_08,Beverages,6,17,102.0,2023-01-07,2023,1,7
5588546,CUST_23,Computers and electric accessories,3,11,33.0,2023-10-07,2023,10,7
5588584,CUST_21,Milk Products,9,28,247.5,2023-02-05,2023,2,5
5590212,CUST_24,Furniture,4,29,116.0,2022-07-21,2022,7,21
5591807,CUST_11,Milk Products,6,16,93.0,2022-03-02,2022,3,2
5592067,CUST_20,Butchers,1,34,33.5,2023-02-10,2023,2,10
5592249,CUST_07,Computers and electric accessories,8,17,136.0,2023-03-14,2023,3,14
5594869,CUST_17,Furniture,4,20,80.0,2023-04-07,2023,4,7
5595359,CUST_15,Milk Products,4,32,128.0,2024-08-15,2024,8,15
5595934,CUST_08,Milk Products,6,5,30.0,2023-02-20,2023,2,20
5596069,CUST_08,Electric household essentials,6,13,75.0,2024-06-04,2024,6,4
5597194,CUST_12,Milk Products,2,38,76.0,2023-09-18,2023,9,18
5597494,CUST_05,Furniture,5,13,62.5,2024-05-27,2024,5,27
5597499,CUST_08,Electric household essentials,10,13,125.0,2023-12-07,2023,12,7
5597551,CUST_03,Computers and electric accessories,5,11,55.0,2022-11-24,2022,11,24
